Geom;Label;geo_point_2d
"{""coordinates"": [[-123.04984529033983, 49.24561054459818], [-123.04961368090392, 49.24551394554512]], ""type"": ""LineString""}";;49.24556224507165, -123.04972948562187
"{""coordinates"": [[-123.04961374489247, 49.24557781166817], [-123.0512054802766, 49.24624320506816]], ""type"": ""LineString""}";R.O.W.;49.24591050836816, -123.05040961258453
"{""coordinates"": [[-123.05038287807805, 49.246661386222726], [-123.04984429056097, 49.246664768176466]], ""type"": ""LineString""}";3' P.U. EASE.;49.2466630771996, -123.05011358431952
"{""coordinates"": [[-123.05046672590053, 49.24669508174137], [-123.05046677219795, 49.24674050763595]], ""type"": ""LineString""}";;49.246717794688664, -123.05046674904925
"{""coordinates"": [[-123.05046677219795, 49.24674050763595], [-123.050633744089, 49.24677146812306]], ""type"": ""LineString""}";R.O.W.;49.2467559878795, -123.05055025814347
"{""coordinates"": [[-123.05080137411589, 49.24677409310309], [-123.05063371465491, 49.24674268339806]], ""type"": ""LineString""}";;49.246758388250576, -123.05071754438539
"{""coordinates"": [[-123.046436834825, 49.24448398064519], [-123.04643685802145, 49.24450871752952]], ""type"": ""LineString""}";;49.244496349087356, -123.04643684642323
"{""coordinates"": [[-123.04588637468946, 49.24276973570918], [-123.04590841435353, 49.242831794086385]], ""type"": ""LineString""}";EASE.;49.24280076489778, -123.04589739452148
"{""coordinates"": [[-123.04853087306383, 49.24093942840858], [-123.04829354980254, 49.24118544871191]], ""type"": ""LineString""}";G.V.S. & D.D. EASE.;49.24106243856025, -123.04841221143319
"{""coordinates"": [[-123.0482225906434, 49.24115687349211], [-123.04845990039095, 49.24091086233425]], ""type"": ""LineString""}";;49.241033867913174, -123.04834124551718
"{""coordinates"": [[-123.05302162342976, 49.24473165450868], [-123.05302191958351, 49.24500824881065]], ""type"": ""LineString""}";3' P.U. EASE.;49.244869951659666, -123.05302177150664
"{""coordinates"": [[-123.05074630357707, 49.237964289676285], [-123.05071964830991, 49.23742324640363]], ""type"": ""LineString""}";;49.23769376803996, -123.05073297594349
"{""coordinates"": [[-123.04678646347223, 49.23721713408768], [-123.0470074216929, 49.236993503541036]], ""type"": ""LineString""}";EASE.;49.23710531881436, -123.04689694258256
"{""coordinates"": [[-123.04794225296584, 49.23210964331561], [-123.04793775550628, 49.23241592455912]], ""type"": ""LineString""}";5' SEW. EASE.;49.232262783937365, -123.04794000423607
"{""coordinates"": [[-123.04786074195201, 49.22885113662776], [-123.04787894751911, 49.22851696421341]], ""type"": ""LineString""}";3' SEWER EASE.;49.22868405042058, -123.04786984473556
"{""coordinates"": [[-123.05071084920776, 49.22854613276128], [-123.05069304772339, 49.22888071023161]], ""type"": ""LineString""}";4' SEW EASE.;49.228713421496444, -123.05070194846557
"{""coordinates"": [[-123.04552204954857, 49.22709034225389], [-123.0454552090428, 49.22830878558025]], ""type"": ""LineString""}";;49.22769956391707, -123.04548862929568
"{""coordinates"": [[-123.04560448127754, 49.22711729552457], [-123.04553899227056, 49.22830965210824]], ""type"": ""LineString""}";R.O.W.;49.22771347381641, -123.04557173677405
"{""coordinates"": [[-123.04803147906543, 49.23066226079108], [-123.04803388844293, 49.23032808602905]], ""type"": ""LineString""}";5' P.U. EASE.;49.23049517341006, -123.04803268375417
"{""coordinates"": [[-123.04797486272076, 49.231060774132466], [-123.04797658944145, 49.23071625513435]], ""type"": ""LineString""}";5' P.U. EASE.;49.230888514633406, -123.0479757260811
"{""coordinates"": [[-123.05625755175575, 49.230013569769916], [-123.05590455277778, 49.23001195108266]], ""type"": ""LineString""}";4' SEW. EASE.;49.23001276042629, -123.05608105226675
"{""coordinates"": [[-123.04991874317041, 49.23133970292774], [-123.04991874588941, 49.23134240150299]], ""type"": ""LineString""}";;49.23134105221537, -123.04991874452992
"{""coordinates"": [[-123.04991874588941, 49.23134240150299], [-123.04972782157007, 49.23134383313535]], ""type"": ""LineString""}";EASE.;49.23134311731917, -123.04982328372975
"{""coordinates"": [[-123.04797261057335, 49.231557771886266], [-123.0479743514531, 49.231242028732375]], ""type"": ""LineString""}";EASE.;49.23139990030932, -123.04797348101324
"{""coordinates"": [[-123.04793140297805, 49.23155733922855], [-123.04793314368524, 49.2312411463126]], ""type"": ""LineString""}";;49.23139924277058, -123.04793227333164
"{""coordinates"": [[-123.0463045787051, 49.22540734142918], [-123.04628435218696, 49.22579360615512]], ""type"": ""LineString""}";5' SEW. EASE.;49.225600473792156, -123.04629446544604
"{""coordinates"": [[-123.0462004175346, 49.22695154591363], [-123.04612354575958, 49.22701049559475]], ""type"": ""LineString""}";;49.226981020754195, -123.04616198164709
"{""coordinates"": [[-123.04568267918394, 49.22700617314967], [-123.04554950528265, 49.22707593901315]], ""type"": ""LineString""}";;49.227041056081404, -123.04561609223329
"{""coordinates"": [[-123.04859956386508, 49.21870208962011], [-123.04903473274207, 49.218587647735475]], ""type"": ""LineString""}";EASE.;49.21864486867779, -123.04881714830358
"{""coordinates"": [[-123.04570396185898, 49.218392601785794], [-123.04573209393254, 49.21837235128306]], ""type"": ""LineString""}";;49.21838247653443, -123.04571802789575
"{""coordinates"": [[-123.04817838308315, 49.218375485714745], [-123.04785313327577, 49.21859718352595]], ""type"": ""LineString""}";EASE.;49.21848633462035, -123.04801575817946
"{""coordinates"": [[-123.04857150476016, 49.218137171171925], [-123.04826003758423, 49.21835097548602]], ""type"": ""LineString""}";EASE.;49.218244073328975, -123.04841577117219
"{""coordinates"": [[-123.04744619640242, 49.219459143608304], [-123.04748739350333, 49.219459126679624]], ""type"": ""LineString""}";5' P.U. EASE.;49.21945913514396, -123.04746679495288
"{""coordinates"": [[-123.04748805346169, 49.21944563349841], [-123.04748804010315, 49.219431690830305]], ""type"": ""LineString""}";;49.21943866216436, -123.04748804678242
"{""coordinates"": [[-123.04652100579415, 49.219810830302535], [-123.04652098004296, 49.21978339473113]], ""type"": ""LineString""}";;49.21979711251682, -123.04652099291853
"{""coordinates"": [[-123.04879023342811, 49.21981657761322], [-123.04881083212672, 49.21981656891099]], ""type"": ""LineString""}";5' P.U. EASE.;49.2198165732621, -123.04880053277742
"{""coordinates"": [[-123.0499687499913, 49.21947194166507], [-123.04992686580967, 49.21947151001201]], ""type"": ""LineString""}";;49.219471725838545, -123.04994780790048
"{""coordinates"": [[-123.04976230295058, 49.218410543463314], [-123.04974170483662, 49.21841055233502]], ""type"": ""LineString""}";;49.21841054789917, -123.04975200389359
"{""coordinates"": [[-123.05554376283013, 49.21967822976451], [-123.05564814249452, 49.21967772976369]], ""type"": ""LineString""}";EASE.;49.2196779797641, -123.05559595266232
"{""coordinates"": [[-123.05553698208037, 49.218590218661426], [-123.0555363201671, 49.218612257402846]], ""type"": ""LineString""}";;49.21860123803213, -123.05553665112373
"{""coordinates"": [[-123.05377856157541, 49.21982382598542], [-123.05377932287499, 49.21989264846289]], ""type"": ""LineString""}";;49.21985823722416, -123.0537789422252
"{""coordinates"": [[-123.05377932287499, 49.21989264846289], [-123.05376215677994, 49.219892206689934]], ""type"": ""LineString""}";4' P.U. EASE.;49.21989242757641, -123.05377073982747
"{""coordinates"": [[-123.05388231502533, 49.21929752716569], [-123.05389948043614, 49.21929752815272]], ""type"": ""LineString""}";;49.21929752765921, -123.05389089773074
"{""coordinates"": [[-123.0519960866156, 49.21987629293662], [-123.05196244250716, 49.21987675783951]], ""type"": ""LineString""}";8' P.U. EASE.;49.21987652538806, -123.05197926456138
"{""coordinates"": [[-123.05113910122408, 49.219827183520536], [-123.05113909007741, 49.219816380202886]], ""type"": ""LineString""}";;49.21982178186172, -123.05113909565074
"{""coordinates"": [[-123.05161484189395, 49.218527973434384], [-123.05161489902376, 49.218582835589594]], ""type"": ""LineString""}";EASE.;49.21855540451199, -123.05161487045885
"{""coordinates"": [[-123.05112244039896, 49.2184526141059], [-123.05112242926575, 49.21844181978093]], ""type"": ""LineString""}";;49.218447216943424, -123.05112243483235
"{""coordinates"": [[-123.04637155873293, 49.217524687412734], [-123.0463539752593, 49.21751749824912]], ""type"": ""LineString""}";EASE.;49.21752109283093, -123.04636276699611
"{""coordinates"": [[-123.0463539752593, 49.21751749824912], [-123.04633202620177, 49.21754090376852]], ""type"": ""LineString""}";;49.21752920100882, -123.04634300073053
"{""coordinates"": [[-123.04750579144468, 49.217979792265176], [-123.0474879330147, 49.21797261238306]], ""type"": ""LineString""}";EASE.;49.21797620232412, -123.04749686222968
"{""coordinates"": [[-123.0474879330147, 49.21797261238306], [-123.04747076117893, 49.21796542322075]], ""type"": ""LineString""}";EASE.;49.217969017801906, -123.04747934709681
"{""coordinates"": [[-123.05464086548656, 49.21363327600165], [-123.05464016705172, 49.213622481993006]], ""type"": ""LineString""}";;49.213627878997336, -123.05464051626913
"{""coordinates"": [[-123.05420062524428, 49.21414392969272], [-123.05427961279608, 49.21416324145357]], ""type"": ""LineString""}";EASE.;49.21415358557314, -123.05424011902016
"{""coordinates"": [[-123.05397625292521, 49.21427400758035], [-123.0539899912019, 49.21428074762098]], ""type"": ""LineString""}";;49.214277377600666, -123.05398312206356
"{""coordinates"": [[-123.05357542302079, 49.21503963861929], [-123.0536254945023, 49.2149959972703]], ""type"": ""LineString""}";EASE.;49.2150178179448, -123.05360045876154
"{""coordinates"": [[-123.0536254945023, 49.2149959972703], [-123.0536124426332, 49.21498925686858]], ""type"": ""LineString""}";;49.214992627069435, -123.05361896856775
"{""coordinates"": [[-123.05348103900101, 49.215386891170944], [-123.0535593279507, 49.2154061947485]], ""type"": ""LineString""}";EASE.;49.21539654295972, -123.05352018347584
"{""coordinates"": [[-123.0535593279507, 49.2154061947485], [-123.053564809756, 49.21539629739892]], ""type"": ""LineString""}";;49.21540124607371, -123.05356206885335
"{""coordinates"": [[-123.05253715740895, 49.215585148515], [-123.05252273335655, 49.21557930814286]], ""type"": ""LineString""}";EASE.;49.21558222832893, -123.05252994538276
"{""coordinates"": [[-123.05202923490593, 49.21575356314967], [-123.05209724048754, 49.21578726479495]], ""type"": ""LineString""}";EASE.;49.21577041397231, -123.05206323769671
"{""coordinates"": [[-123.05297437756096, 49.21610084607285], [-123.05304165655696, 49.21608327440533]], ""type"": ""LineString""}";EASE.;49.21609206023909, -123.05300801705896
"{""coordinates"": [[-123.05120306444165, 49.21688683364644], [-123.05128272013042, 49.21689849217054]], ""type"": ""LineString""}";EASE.;49.21689266290849, -123.05124289228606
"{""coordinates"": [[-123.05623593403381, 49.21738001591311], [-123.05616734031244, 49.2174376100621]], ""type"": ""LineString""}";EASE.;49.2174088129876, -123.05620163717313
"{""coordinates"": [[-123.05619413263905, 49.217451098941524], [-123.05624283360993, 49.217409696966925]], ""type"": ""LineString""}";;49.217430397954224, -123.05621848312448
"{""coordinates"": [[-123.05562826445087, 49.216808147559625], [-123.05562481942007, 49.21679734589025]], ""type"": ""LineString""}";;49.21680274672494, -123.05562654193548
"{""coordinates"": [[-123.0562581640561, 49.21657993813771], [-123.05581821342197, 49.21657576187493]], ""type"": ""LineString""}";EASE.;49.21657785000632, -123.05603818873904
"{""coordinates"": [[-123.05112488153775, 49.217557529130936], [-123.05112489313504, 49.217568773221174]], ""type"": ""LineString""}";;49.21756315117605, -123.05112488733639
"{""coordinates"": [[-123.05574625277374, 49.21302832776841], [-123.05565698580145, 49.21301217930481]], ""type"": ""LineString""}";;49.21302025353661, -123.05570161928757
"{""coordinates"": [[-123.05565698580145, 49.21301217930481], [-123.05566177938476, 49.213001382654745]], ""type"": ""LineString""}";EASE.;49.21300678097978, -123.0556593825931
"{""coordinates"": [[-123.05444978812602, 49.21280806699085], [-123.05448687536776, 49.212821542428145]], ""type"": ""LineString""}";;49.212814804709495, -123.0544683317469
"{""coordinates"": [[-123.0549662742883, 49.21172932372049], [-123.05492439411488, 49.21172664505641]], ""type"": ""LineString""}";;49.211727984388446, -123.05494533420159
"{""coordinates"": [[-123.05492439411488, 49.21172664505641], [-123.05492643820162, 49.21171270139187]], ""type"": ""LineString""}";EASE.;49.21171967322414, -123.05492541615826
"{""coordinates"": [[-123.055085197201, 49.210621974300736], [-123.05508724169694, 49.21060848039481]], ""type"": ""LineString""}";EASE.;49.21061522734777, -123.05508621944897
"{""coordinates"": [[-123.05508724169694, 49.21060848039481], [-123.05512912093454, 49.210611159000706]], ""type"": ""LineString""}";;49.21060981969776, -123.05510818131575
"{""coordinates"": [[-123.0491738478607, 49.20530701271609], [-123.04921182958262, 49.204776382027646]], ""type"": ""LineString""}";;49.20504169737187, -123.04919283872167
"{""coordinates"": [[-123.05433371800865, 49.2060495561582], [-123.05427263043138, 49.206054082524794]], ""type"": ""LineString""}";R.O.W.;49.206051819341496, -123.05430317422002
"{""coordinates"": [[-123.05588478239909, 49.2085716088587], [-123.05592255231375, 49.20858418398527]], ""type"": ""LineString""}";;49.208577896421986, -123.05590366735642
"{""coordinates"": [[-123.05632041822031, 49.29115014330632], [-123.05630115992408, 49.29114565511017]], ""type"": ""LineString""}";;49.29114789920824, -123.05631078907221
"{""coordinates"": [[-123.04585706658273, 49.29215611944072], [-123.04601401322888, 49.292188349675406]], ""type"": ""LineString""}";;49.292172234558066, -123.0459355399058
"{""coordinates"": [[-123.04909253319887, 49.29276483290824], [-123.04916803982647, 49.29276902853085]], ""type"": ""LineString""}";;49.292766930719544, -123.04913028651268
"{""coordinates"": [[-123.04916803982647, 49.29276902853085], [-123.04938270984124, 49.29289666824379]], ""type"": ""LineString""}";;49.29283284838732, -123.04927537483385
"{""coordinates"": [[-123.04938270984124, 49.29289666824379], [-123.05014319070133, 49.29283696371859]], ""type"": ""LineString""}";;49.29286681598119, -123.04976295027129
"{""coordinates"": [[-123.04798240524418, 49.29261481917894], [-123.04800895350087, 49.29262056505411], [-123.04802215878074, 49.29262334806644], [-123.04806204950803, 49.29263151707686], [-123.04810221495204, 49.29263932615279], [-123.04814238014596, 49.29264686536009], [-123.04818282005517, 49.292654044632535], [-123.04822339715204, 49.29266086402721], [-123.04825049425217, 49.292665260344016], [-123.04827759118139, 49.29266947675137], [-123.04829120836729, 49.29267153994814], [-123.04831830503967, 49.29267548649129], [-123.0483320596679, 49.29267745967421], [-123.04835929368896, 49.29268121725196], [-123.04840028200428, 49.292686597187014], [-123.04842779074583, 49.29269000382237], [-123.04846891607372, 49.292694843966146], [-123.04852393269633, 49.29270075768212], [-123.0485792237674, 49.29270604159541], [-123.04860686908623, 49.292708458663256], [-123.04863451423081, 49.2927106958214], [-123.04866215928931, 49.29271284302137], [-123.04867605049442, 49.292713826638355], [-123.04871772393574, 49.29271659757622], [-123.04875939702687, 49.292719008692835], [-123.0487732879694, 49.29271972244349]], ""type"": ""LineString""}";;49.29267803697318, -123.04837641332892
